,date,power
241,2006-12-16,2.938
242,2006-12-16,1.9600000000000002
243,2006-12-16,3.6380000000000003
244,2006-12-16,3.42
245,2006-12-16,3.226
246,2006-12-16,1.948
247,2006-12-16,3.392
248,2006-12-16,3.368
249,2006-12-16,3.378
250,2006-12-16,1.872
251,2006-12-16,3.212
252,2006-12-16,3.346
253,2006-12-16,3.38
254,2006-12-16,3.374
255,2006-12-16,2.424
256,2006-12-16,2.698
257,2006-12-16,3.392
258,2006-12-16,3.398
259,2006-12-16,3.4699999999999998
260,2006-12-16,1.9260000000000002
261,2006-12-16,3.332
262,2006-12-16,3.674
263,2006-12-16,3.654
264,2006-12-16,3.6460000000000004
265,2006-12-16,1.89
266,2006-12-16,3.664
267,2006-12-16,3.652
268,2006-12-16,3.65
269,2006-12-16,3.6420000000000003
270,2006-12-16,2.492
271,2006-12-16,3.104
272,2006-12-16,3.642
273,2006-12-16,3.65
274,2006-12-16,3.6220000000000003
275,2006-12-16,3.634
276,2006-12-16,1.8820000000000001
277,2006-12-16,3.182
278,2006-12-16,3.378
279,2006-12-16,3.372
280,2006-12-16,3.362
281,2006-12-16,3.112
282,2006-12-16,1.6700000000000002
283,2006-12-16,3.358
284,2006-12-16,3.388
285,2006-12-16,3.392
286,2006-12-16,2.81
287,2006-12-16,2.18
288,2006-12-16,3.37
289,2006-12-16,3.326
290,2006-12-16,2.778
291,2006-12-16,2.358
292,2006-12-16,1.014
293,2006-12-16,1.606
294,2006-12-16,2.35
295,2006-12-16,2.496
296,2006-12-16,2.15
297,2006-12-16,0.87
298,2006-12-16,2.494
299,2006-12-16,2.4779999999999998
300,2006-12-16,2.4979999999999998
301,2006-12-16,1.614
302,2006-12-16,1.474
303,2006-12-16,2.4939999999999998
304,2006-12-16,2.5
305,2006-12-16,2.4579999999999997
306,2006-12-16,0.476
307,2006-12-16,2.276
308,2006-12-16,2.5
309,2006-12-16,2.398
310,2006-12-16,1.97
311,2006-12-16,0.384
312,2006-12-16,2.394
313,2006-12-16,2.38
314,2006-12-16,2.368
315,2006-12-16,2.37
316,2006-12-16,0.436
317,2006-12-16,1.6340000000000001
318,2006-12-16,2.3899999999999997
319,2006-12-16,2.388
320,2006-12-16,2.394
321,2006-12-16,1.9000000000000001
322,2006-12-16,0.284
323,2006-12-16,2.402
324,2006-12-16,2.392
325,2006-12-16,2.414
326,2006-12-16,2.414
327,2006-12-16,0.84
328,2006-12-16,1.5979999999999999
329,2006-12-16,2.63
330,2006-12-16,2.6380000000000003
331,2006-12-16,2.656
332,2006-12-16,1.992
333,2006-12-16,0.8740000000000001
334,2006-12-16,2.538
335,2006-12-16,2.478
336,2006-12-16,2.4819999999999998
337,2006-12-16,2.278
338,2006-12-16,0.47
339,2006-12-16,2.18
340,2006-12-16,2.472
341,2006-12-16,2.488
342,2006-12-16,2.342
343,2006-12-16,1.308
344,2006-12-16,0.852
345,2006-12-16,2.4
346,2006-12-16,2.396
347,2006-12-16,2.394
348,2006-12-16,2.39
349,2006-12-16,1.038
350,2006-12-16,0.386
351,2006-12-16,2.41
352,2006-12-16,2.406
353,2006-12-16,2.406
354,2006-12-16,1.8860000000000001
355,2006-12-16,1.268
356,2006-12-16,2.402
357,2006-12-16,2.394
358,2006-12-16,1.718
359,2006-12-16,1.198
360,2006-12-16,2.408
361,2006-12-16,2.398
362,2006-12-16,2.516
363,2006-12-16,0.504
364,2006-12-16,2.5060000000000002
365,2006-12-16,2.638
366,2006-12-16,2.694
367,2006-12-16,1.706
368,2006-12-16,1.686
369,2006-12-16,2.682
370,2006-12-16,2.678
371,2006-12-16,2.664
372,2006-12-16,1.018
373,2006-12-16,2.484
374,2006-12-16,2.7119999999999997
375,2006-12-16,2.378
376,2006-12-16,0.384
377,2006-12-16,2.428
378,2006-12-16,2.416
379,2006-12-16,2.4099999999999997
380,2006-12-16,0.416
381,2006-12-16,2.7159999999999997
382,2006-12-16,2.6
383,2006-12-16,2.5839999999999996
384,2006-12-16,1.206
385,2006-12-16,3.992
386,2006-12-16,4.262
387,2006-12-16,3.458
388,2006-12-16,2.038
389,2006-12-16,0.596
390,2006-12-16,1.29
391,2006-12-16,2.79
392,2006-12-16,2.796
393,2006-12-16,2.8299999999999996
394,2006-12-16,2.6559999999999997
395,2006-12-17,1.196
396,2006-12-17,1.74
397,2006-12-17,3.2319999999999998
398,2006-12-17,3.168
399,2006-12-17,3.044
400,2006-12-17,3.046
401,2006-12-17,3.06
402,2006-12-17,2.68
403,2006-12-17,0.902
404,2006-12-17,1.172
405,2006-12-17,2.906
406,2006-12-17,2.8939999999999997
407,2006-12-17,2.846
408,2006-12-17,2.804
409,2006-12-17,2.666
410,2006-12-17,1.8239999999999998
411,2006-12-17,0.606
412,2006-12-17,0.968
413,2006-12-17,2.556
414,2006-12-17,2.452
415,2006-12-17,2.338
416,2006-12-17,2.3659999999999997
417,2006-12-17,0.276
418,2006-12-17,0.712
419,2006-12-17,2.392
420,2006-12-17,2.4019999999999997
421,2006-12-17,2.412
422,2006-12-17,2.392
423,2006-12-17,2.424
424,2006-12-17,0.612
425,2006-12-17,0.286
426,2006-12-17,2.002
427,2006-12-17,2.432
428,2006-12-17,2.43
429,2006-12-17,2.406
430,2006-12-17,1.098
431,2006-12-17,0.492
432,2006-12-17,1.548
433,2006-12-17,2.558
434,2006-12-17,2.528
435,2006-12-17,2.546
436,2006-12-17,2.112
437,2006-12-17,0.49
438,2006-12-17,1.0
439,2006-12-17,2.5420000000000003
440,2006-12-17,2.532
441,2006-12-17,2.524
442,2006-12-17,2.522
443,2006-12-17,0.93
444,2006-12-17,0.286
445,2006-12-17,1.376
446,2006-12-17,2.504
447,2006-12-17,2.504
448,2006-12-17,2.4899999999999998
449,2006-12-17,2.17
450,2006-12-17,0.426
451,2006-12-17,1.014
452,2006-12-17,2.426
453,2006-12-17,2.42
454,2006-12-17,2.412
455,2006-12-17,1.008
456,2006-12-17,0.43
457,2006-12-17,2.7640000000000002
458,2006-12-17,3.974
459,2006-12-17,4.84
460,2006-12-17,5.432
461,2006-12-17,2.458
462,2006-12-17,3.334
463,2006-12-17,4.722
464,2006-12-17,5.42
465,2006-12-17,5.058000000000001
466,2006-12-17,3.976
467,2006-12-17,3.6820000000000004
468,2006-12-17,5.468
469,2006-12-17,5.476000000000001
470,2006-12-17,5.426
471,2006-12-17,4.098
472,2006-12-17,3.0100000000000002
473,2006-12-17,4.004
474,2006-12-17,4.776
475,2006-12-17,4.7860000000000005
476,2006-12-17,4.7940000000000005
477,2006-12-17,3.26
478,2006-12-17,1.806
479,2006-12-17,3.478
480,2006-12-17,4.5
481,2006-12-17,3.552
482,2006-12-17,3.94
483,2006-12-17,2.44
484,2006-12-17,2.08
485,2006-12-17,3.652
486,2006-12-17,4.432
487,2006-12-17,4.46
488,2006-12-17,2.31
489,2006-12-17,2.482
490,2006-12-17,4.0520000000000005
491,2006-12-17,3.852
492,2006-12-17,4.042
493,2006-12-17,3.782
494,2006-12-17,1.7999999999999998
495,2006-12-17,3.332
496,2006-12-17,4.5
497,2006-12-17,3.8
498,2006-12-17,2.664
499,2006-12-17,2.65
500,2006-12-17,2.8080000000000003
501,2006-12-17,4.44
502,2006-12-17,4.37
503,2006-12-17,3.486
504,2006-12-17,0.8759999999999999
505,2006-12-17,2.6159999999999997
506,2006-12-17,4.048
507,2006-12-17,4.862
508,2006-12-17,3.468
509,2006-12-17,1.068
510,2006-12-17,0.8719999999999999
511,2006-12-17,2.234
512,2006-12-17,2.7960000000000003
513,2006-12-17,2.734
514,2006-12-17,2.7
515,2006-12-17,1.482
516,2006-12-17,0.486
517,2006-12-17,1.338
518,2006-12-17,2.536
519,2006-12-17,2.508
520,2006-12-17,1.8920000000000001
521,2006-12-17,0.40599999999999997
522,2006-12-17,0.728
523,2006-12-17,2.508
524,2006-12-17,2.5300000000000002
525,2006-12-17,2.512
526,2006-12-17,0.79
527,2006-12-17,0.434
528,2006-12-17,2.1839999999999997
529,2006-12-17,2.642
530,2006-12-17,2.354
531,2006-12-17,0.416
532,2006-12-17,0.39199999999999996
533,2006-12-17,2.5140000000000002
534,2006-12-17,2.67
535,2006-12-17,2.7079999999999997
536,2006-12-17,0.622
537,2006-12-17,0.78
538,2006-12-17,2.638
539,2006-12-17,2.5700000000000003
540,2006-12-17,2.544
541,2006-12-17,0.946
542,2006-12-17,0.438
543,2006-12-17,2.552
544,2006-12-17,2.524
545,2006-12-17,2.542
546,2006-12-17,2.07
547,2006-12-17,0.256
548,2006-12-17,0.508
549,2006-12-17,2.37
550,2006-12-17,2.352
551,2006-12-17,2.14
552,2006-12-17,0.212
553,2006-12-17,0.992
554,2006-12-17,2.362
555,2006-12-17,2.384
556,2006-12-17,1.928
557,2006-12-17,0.218
558,2006-12-17,0.656
559,2006-12-17,2.398
560,2006-12-17,2.412
561,2006-12-17,1.672
562,2006-12-17,0.226
563,2006-12-17,1.632
564,2006-12-17,2.352
565,2006-12-17,2.3739999999999997
566,2006-12-17,0.732
567,2006-12-17,0.206
568,2006-12-17,2.332
569,2006-12-17,2.39
570,2006-12-17,2.576
571,2006-12-17,0.73
572,2006-12-17,0.558
573,2006-12-17,1.984
574,2006-12-17,2.722
575,2006-12-17,2.756
576,2006-12-17,2.5220000000000002
577,2006-12-17,0.9059999999999999
578,2006-12-17,1.6700000000000002
579,2006-12-17,3.0140000000000002
580,2006-12-17,3.022
581,2006-12-17,2.2159999999999997
582,2006-12-17,0.616
583,2006-12-17,0.876
584,2006-12-17,2.3699999999999997
585,2006-12-17,2.342
586,2006-12-17,2.372
587,2006-12-17,0.302
588,2006-12-17,0.208
589,2006-12-17,2.022
590,2006-12-17,2.356
591,2006-12-17,2.346
592,2006-12-17,2.24
593,2006-12-17,0.224
594,2006-12-17,0.424
595,2006-12-17,2.344
596,2006-12-17,2.356
597,2006-12-17,2.338
598,2006-12-17,1.48
599,2006-12-17,0.222
600,2006-12-17,0.82
601,2006-12-17,2.352
602,2006-12-17,2.36
603,2006-12-17,2.324
604,2006-12-17,0.232
605,2006-12-17,0.462
606,2006-12-17,2.038
607,2006-12-17,2.554
608,2006-12-17,2.544
609,2006-12-17,1.9460000000000002
610,2006-12-17,0.45
611,2006-12-17,1.27
612,2006-12-17,2.5380000000000003
613,2006-12-17,2.5
614,2006-12-17,2.378
615,2006-12-17,0.446
616,2006-12-17,1.036
617,2006-12-17,2.584
618,2006-12-17,2.492
619,2006-12-17,2.472
620,2006-12-17,0.532
621,2006-12-17,0.58
622,2006-12-17,2.488
623,2006-12-17,2.4499999999999997
624,2006-12-17,2.382
625,2006-12-17,0.754
626,2006-12-17,0.412
627,2006-12-17,2.354
628,2006-12-17,2.412
629,2006-12-17,2.508
630,2006-12-17,1.484
631,2006-12-17,0.40199999999999997
632,2006-12-17,1.4280000000000002
633,2006-12-17,2.472
634,2006-12-17,2.504
635,2006-12-17,2.478
636,2006-12-17,0.542
637,2006-12-17,0.77
638,2006-12-17,2.5
639,2006-12-17,2.464
640,2006-12-17,2.5660000000000003
641,2006-12-17,1.226
642,2006-12-17,0.654
643,2006-12-17,2.654
644,2006-12-17,2.714
645,2006-12-17,2.74
646,2006-12-17,1.034
647,2006-12-17,0.658
648,2006-12-17,2.454
649,2006-12-17,2.732
650,2006-12-17,2.6980000000000004
651,2006-12-17,2.166
652,2006-12-17,0.632
653,2006-12-17,0.986
654,2006-12-17,2.3819999999999997
655,2006-12-17,2.346
656,2006-12-17,2.3739999999999997
657,2006-12-17,1.708
658,2006-12-17,0.206
659,2006-12-17,0.516
660,2006-12-17,2.486
661,2006-12-17,2.496
662,2006-12-17,2.484
663,2006-12-17,2.37
664,2006-12-17,0.376
665,2006-12-17,0.848
666,2006-12-17,3.548
667,2006-12-17,3.5759999999999996
668,2006-12-17,3.46
669,2006-12-17,3.484
670,2006-12-17,1.646
671,2006-12-17,1.336
672,2006-12-17,2.874
673,2006-12-17,3.466
674,2006-12-17,3.464
675,2006-12-17,3.442
676,2006-12-17,1.8920000000000001
677,2006-12-17,1.52
678,2006-12-17,3.4379999999999997
679,2006-12-17,3.58
680,2006-12-17,3.6
681,2006-12-17,3.258
682,2006-12-17,1.542
683,2006-12-17,2.094
684,2006-12-17,3.574
685,2006-12-17,3.536
686,2006-12-17,3.574
687,2006-12-17,3.5620000000000003
688,2006-12-17,1.596
689,2006-12-17,1.326
690,2006-12-17,3.328
691,2006-12-17,3.476
692,2006-12-17,3.4739999999999998
693,2006-12-17,3.308
694,2006-12-17,1.32
695,2006-12-17,2.294
696,2006-12-17,3.452
697,2006-12-17,3.458
698,2006-12-17,3.468
699,2006-12-17,3.044
700,2006-12-17,1.326
701,2006-12-17,2.02
702,2006-12-17,3.434
703,2006-12-17,3.4259999999999997
704,2006-12-17,3.42
705,2006-12-17,3.472
706,2006-12-17,1.528
707,2006-12-17,1.9040000000000001
708,2006-12-17,3.508
709,2006-12-17,3.54
710,2006-12-17,2.966
711,2006-12-17,1.026
712,2006-12-17,0.49
713,2006-12-17,2.062
714,2006-12-17,2.508
715,2006-12-17,2.532
716,2006-12-17,2.5220000000000002
717,2006-12-17,2.552
718,2006-12-17,0.55
719,2006-12-17,0.844
720,2006-12-17,2.56
721,2006-12-17,2.56
722,2006-12-17,2.508
723,2006-12-17,1.112
724,2006-12-17,0.416
725,2006-12-17,1.65
726,2006-12-17,2.358
727,2006-12-17,2.332
728,2006-12-17,2.288
729,2006-12-17,0.224
730,2006-12-17,0.752
731,2006-12-17,2.33
732,2006-12-17,2.322
733,2006-12-17,2.36
734,2006-12-17,0.76
735,2006-12-17,0.364
736,2006-12-17,2.336
737,2006-12-17,2.36
738,2006-12-17,2.332
739,2006-12-17,0.856
740,2006-12-17,0.864
741,2006-12-17,2.352
742,2006-12-17,2.324
743,2006-12-17,1.852
744,2006-12-17,0.226
745,2006-12-17,2.184
746,2006-12-17,2.38
747,2006-12-17,1.92
748,2006-12-17,0.254
749,2006-12-17,2.262
750,2006-12-17,2.742
751,2006-12-17,2.238
752,2006-12-17,0.6579999999999999
753,2006-12-17,2.312
754,2006-12-17,2.7239999999999998
755,2006-12-17,2.282
756,2006-12-17,0.64
757,2006-12-17,2.322
758,2006-12-17,2.6620000000000004
759,2006-12-17,1.54
760,2006-12-17,0.924
761,2006-12-17,2.55
762,2006-12-17,2.508
763,2006-12-17,1.374
764,2006-12-17,0.536
765,2006-12-17,2.5060000000000002
766,2006-12-17,2.454
767,2006-12-17,2.484
768,2006-12-17,0.436
769,2006-12-17,1.306
770,2006-12-17,2.482
771,2006-12-17,2.528
772,2006-12-17,2.508
773,2006-12-17,2.516
774,2006-12-17,2.494
775,2006-12-17,0.6
776,2006-12-17,0.424
777,2006-12-17,2.44
778,2006-12-17,2.512
779,2006-12-17,2.674
780,2006-12-17,2.8699999999999997
781,2006-12-17,2.77
782,2006-12-17,1.518
783,2006-12-17,0.996
784,2006-12-17,3.242
785,2006-12-17,3.4219999999999997
786,2006-12-17,2.764
787,2006-12-17,1.362
788,2006-12-17,1.2360000000000002
789,2006-12-17,0.72
790,2006-12-17,0.922
791,2006-12-17,0.946
792,2006-12-17,0.912
793,2006-12-17,0.914
794,2006-12-17,0.814
795,2006-12-17,0.83
796,2006-12-17,0.986
797,2006-12-17,0.8220000000000001
798,2006-12-17,0.754
799,2006-12-17,0.726
800,2006-12-17,0.748
801,2006-12-17,0.718
802,2006-12-17,0.75
803,2006-12-17,0.722
804,2006-12-17,0.57
805,2006-12-17,0.316
806,2006-12-17,0.33
807,2006-12-17,0.38
808,2006-12-17,0.522
809,2006-12-17,0.422
810,2006-12-17,0.262
811,2006-12-17,0.22
812,2006-12-17,0.246
813,2006-12-17,0.212
814,2006-12-17,0.242
815,2006-12-17,0.222
816,2006-12-17,0.24
817,2006-12-17,0.216
818,2006-12-17,0.228
819,2006-12-17,0.21
820,2006-12-17,0.276
821,2006-12-17,0.426
822,2006-12-17,0.444
823,2006-12-17,0.426
824,2006-12-17,0.424
825,2006-12-17,0.442
826,2006-12-17,0.416
827,2006-12-17,0.438
828,2006-12-17,0.412
829,2006-12-17,2.292
830,2006-12-17,2.41
831,2006-12-17,2.438
832,2006-12-17,2.4299999999999997
833,2006-12-17,2.324
834,2006-12-17,2.32
835,2006-12-17,2.332
836,2006-12-17,2.314
837,2006-12-17,2.354
838,2006-12-17,2.3419999999999996
839,2006-12-17,2.348
840,2006-12-17,2.346
841,2006-12-17,2.432
842,2006-12-17,2.394
843,2006-12-17,2.4
844,2006-12-17,2.326
845,2006-12-17,2.384
846,2006-12-17,2.326
847,2006-12-17,0.584
848,2006-12-17,0.34400000000000003
849,2006-12-17,1.734
850,2006-12-17,2.368
851,2006-12-17,2.368
852,2006-12-17,2.354
853,2006-12-17,2.364
854,2006-12-17,2.352
855,2006-12-17,2.342
856,2006-12-17,2.376
857,2006-12-17,0.482
858,2006-12-17,0.456
859,2006-12-17,1.83
860,2006-12-17,2.504
861,2006-12-17,2.484
862,2006-12-17,2.5060000000000002
863,2006-12-17,2.4699999999999998
864,2006-12-17,2.492
865,2006-12-17,2.458
866,2006-12-17,1.272
867,2006-12-17,0.418
868,2006-12-17,0.82
869,2006-12-17,2.376
870,2006-12-17,2.3659999999999997
871,2006-12-17,2.332
872,2006-12-17,2.3299999999999996
873,2006-12-17,2.332
874,2006-12-17,2.344
875,2006-12-17,2.336
876,2006-12-17,2.3499999999999996
877,2006-12-17,0.21
878,2006-12-17,0.216
879,2006-12-17,2.308
880,2006-12-17,2.36
881,2006-12-17,2.34
882,2006-12-17,2.356
883,2006-12-17,2.3259999999999996
884,2006-12-17,2.354
885,2006-12-17,0.7
886,2006-12-17,0.364
887,2006-12-17,1.84
888,2006-12-17,2.396
889,2006-12-17,2.4219999999999997
890,2006-12-17,2.414
891,2006-12-17,2.434
892,2006-12-17,2.564
893,2006-12-17,2.768
894,2006-12-17,0.842
895,2006-12-17,0.632
896,2006-12-17,1.74
897,2006-12-17,2.692
898,2006-12-17,2.664
899,2006-12-17,2.7159999999999997
900,2006-12-17,2.694
901,2006-12-17,2.6980000000000004
902,2006-12-17,2.254
903,2006-12-17,0.648
904,2006-12-17,0.62
905,2006-12-17,2.072
906,2006-12-17,2.428
907,2006-12-17,2.4339999999999997
908,2006-12-17,2.4
909,2006-12-17,2.42
910,2006-12-17,2.404
911,2006-12-17,2.4299999999999997
912,2006-12-17,1.002
913,2006-12-17,0.39399999999999996
914,2006-12-17,1.1480000000000001
915,2006-12-17,2.444
916,2006-12-17,2.464
917,2006-12-17,2.358
918,2006-12-17,2.344
919,2006-12-17,2.332
920,2006-12-17,2.3299999999999996
921,2006-12-17,0.268
922,2006-12-17,0.222
923,2006-12-17,1.6680000000000001
924,2006-12-17,2.344
925,2006-12-17,2.332
926,2006-12-17,2.3459999999999996
927,2006-12-17,2.316
928,2006-12-17,3.158
929,2006-12-17,2.9619999999999997
930,2006-12-17,1.406
931,2006-12-17,1.33
932,2006-12-17,2.8819999999999997
933,2006-12-17,3.318
934,2006-12-17,3.334
935,2006-12-17,3.25
936,2006-12-17,3.436
937,2006-12-17,6.042000000000001
938,2006-12-17,7.188
939,2006-12-17,7.0440000000000005
940,2006-12-17,6.636
941,2006-12-17,6.05
942,2006-12-17,6.154
943,2006-12-17,4.85
944,2006-12-17,4.594
945,2006-12-17,4.5600000000000005
946,2006-12-17,3.7920000000000003
947,2006-12-17,0.778
948,2006-12-17,1.958
949,2006-12-17,2.012
950,2006-12-17,2.372
951,2006-12-17,2.386
952,2006-12-17,2.464
953,2006-12-17,2.492
954,2006-12-17,1.116
955,2006-12-17,0.38
956,2006-12-17,1.632
957,2006-12-17,2.41
958,2006-12-17,2.4419999999999997
959,2006-12-17,2.462
960,2006-12-17,2.504
961,2006-12-17,2.4979999999999998
962,2006-12-17,1.694
963,2006-12-17,0.424
964,2006-12-17,1.5339999999999998
965,2006-12-17,2.858
966,2006-12-17,2.8480000000000003
967,2006-12-17,2.84
968,2006-12-17,2.6
969,2006-12-17,2.496
970,2006-12-17,1.442
971,2006-12-17,0.576
972,2006-12-17,0.988
973,2006-12-17,2.6500000000000004
974,2006-12-17,2.6500000000000004
975,2006-12-17,2.666
976,2006-12-17,2.664
977,2006-12-17,2.574
978,2006-12-17,2.32
979,2006-12-17,0.41400000000000003
980,2006-12-17,0.29
981,2006-12-17,1.466
982,2006-12-17,2.3739999999999997
983,2006-12-17,2.372
984,2006-12-17,2.36
985,2006-12-17,2.368
986,2006-12-17,2.364
987,2006-12-17,2.358
988,2006-12-17,0.444
989,2006-12-17,0.268
990,2006-12-17,1.8920000000000001
991,2006-12-17,2.3619999999999997
992,2006-12-17,2.346
993,2006-12-17,2.344
994,2006-12-17,2.3499999999999996
995,2006-12-17,2.3459999999999996
996,2006-12-17,0.37
997,2006-12-17,0.472
998,2006-12-17,3.114
999,2006-12-17,3.546
1000,2006-12-17,3.618
1001,2006-12-17,3.618
1002,2006-12-17,3.584
1003,2006-12-17,3.54
1004,2006-12-17,2.106
1005,2006-12-17,1.484
1006,2006-12-17,2.904
1007,2006-12-17,3.448
1008,2006-12-17,3.456
1009,2006-12-17,3.42
1010,2006-12-17,1.4380000000000002
1011,2006-12-17,1.4160000000000001
